Age,Gender,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
34,Male,39417,791,35337,Personal,Self-employed,16,Fair,0.490393294,169065,0,West Kaitlynfurt,IA,Malaysia,4,2,High
54,Female,79739,755,33684,Personal,Unemployed,9,Excellent,0.429309632,94472,3,Hawkinsbury,PA,Gambia,4,0,High
26,Male,72196,789,14443,Auto,Self-employed,7,Good,0.207138393,259287,2,Joeland,SD,Cape Verde,3,2,Low
41,Non-binary,43640,690,48374,Business,Self-employed,7,Good,0.505390366,293015,0,Pittsmouth,NE,Equatorial Guinea,3,2,Medium
29,Male,82958,719,7139,Home,Employed,8,Poor,0.105994739,110628,1,Lake Shannonport,OR,Korea,,1,Low
20,Male,50341,676,17536,Business,Employed,11,Good,0.203661576,136600,3,East Meghanberg,HI,Andorra,,2,Medium
59,Non-binary,107513,603,35766,Auto,Self-employed,0,Excellent,0.550110656,164329,4,Leahside,KY,Guernsey,0,1,Low
65,Male,34234,601,35090,Personal,Unemployed,3,Fair,0.12994794,223604,2,Clarkebury,MD,Saint Barthelemy,3,2,Low
19,Non-binary,40572,640,43433,Business,Self-employed,16,Poor,0.484491943,132386,3,New Nathan,SD,Turkey,4,0,Medium
45,Non-binary,44853,759,28643,Personal,Self-employed,12,Poor,0.37861375,135567,4,Robinsonbury,WV,Bulgaria,,2,Low
22,Male,27066,682,46543,Auto,Employed,9,Good,0.332087883,25278,0,New Shawn,TN,Kiribati,3,2,Low
18,Male,72092,627,11842,Auto,Employed,18,Excellent,0.252601635,84899,0,Lake Paulberg,GU,Tanzania,1,0,Low
26,Non-binary,38077,684,44004,Auto,Self-employed,2,Poor,0.48855655,197091,2,Williamhaven,NM,Vietnam,3,1,Low
31,Female,111115,651,8775,Auto,Self-employed,11,Good,0.33914534,107437,2,Davidstad,NY,Iraq,0,1,Low
27,Male,58227,627,27628,Business,Employed,15,Poor,0.384808708,172845,1,Christopherside,NC,Kenya,4,0,Low
67,Female,66275,699,40371,Auto,Self-employed,19,Fair,0.474711747,75282,4,North Steveland,MN,India,4,2,High
46,Non-binary,117435,638,20452,Personal,Unemployed,8,Poor,0.24410114,119895,0,Madelinebury,WV,Samoa,4,0,Low
66,Male,98342,788,37371,Home,Employed,13,Fair,0.323923675,101976,3,South Daniel,CT,Denmark,1,1,High
50,Male,21304,699,45308,Auto,Self-employed,4,Poor,0.310608799,65891,2,South Juan,WV,Armenia,3,0,Medium
18,Non-binary,47892,662,28581,Auto,Employed,11,Excellent,0.290853932,259607,0,Kevinland,PA,Liberia,0,2,Low
64,Female,47293,657,11572,Personal,Employed,15,Good,0.20972821,255479,4,Robertburgh,WI,Swaziland,4,0,Low
33,Non-binary,43371,616,21907,Personal,Employed,2,Excellent,0.179443281,266313,3,West Colleen,GU,Saint Vincent and the Grenadines,3,1,Low
43,Female,75611,728,7090,Business,Unemployed,5,Good,0.537970916,163944,3,South Bradview,OH,Comoros,4,0,Medium
30,Male,117683,713,15587,Home,Self-employed,14,Fair,0.193710514,86147,0,New John,VA,Paraguay,0,1,Low
61,Female,46295,726,48485,Home,Unemployed,1,Excellent,0.299850503,218457,1,North Josephfort,OK,Zambia,4,0,Medium
68,Female,115641,722,31798,Personal,Self-employed,1,Excellent,0.557484016,268770,2,Jessicaton,FL,Namibia,0,2,Medium
52,Male,32521,738,11320,Business,Self-employed,15,Fair,0.282948654,58254,,Alexanderburgh,IN,Gibraltar,0,2,Medium
35,Female,54263,767,33360,Home,Unemployed,2,Excellent,0.332077194,97196,3,East Natalie,PA,Japan,,2,Medium
44,Male,58059,638,11865,Auto,Self-employed,18,Fair,0.472796529,206508,0,Williamsonport,FL,United Arab Emirates,1,2,Low
48,Male,109288,651,23794,Home,Unemployed,10,Fair,0.33242355,275864,1,South Judyville,MT,Gabon,2,2,Medium
25,Non-binary,40455,755,21915,Business,Employed,13,Fair,0.295486605,214805,2,West Bradleybury,FM,Puerto Rico,0,2,Low
57,Female,41662,612,17918,Home,Unemployed,14,Poor,0.317239081,143100,2,Grahamberg,LA,Svalbard & Jan Mayen Islands,,1,Low
53,Male,106538,637,19676,Home,Unemployed,4,Fair,0.296182168,67803,0,South Jack,VT,Turkey,2,2,Medium
45,Non-binary,62320,755,34910,Home,Unemployed,11,Excellent,0.555972428,277041,2,Harristown,KS,Uzbekistan,0,1,Low
53,Non-binary,29752,687,37001,Business,Unemployed,4,Excellent,0.421958633,100931,4,Carpenterberg,ND,Zimbabwe,,2,Low
45,Male,62653,782,13694,Auto,Unemployed,8,Fair,0.155900302,37920,1,Port Kim,VT,Burkina Faso,,0,Low
59,Female,80760,760,18369,Business,Self-employed,8,Poor,0.131469674,58815,0,East Melanie,ID,Denmark,2,1,Low
67,Non-binary,42253,630,22664,Business,Employed,14,Poor,0.221118167,108738,3,West Steven,VA,Venezuela,0,0,Low
64,Male,109606,775,45316,Personal,Self-employed,8,Excellent,0.404855519,258825,1,Lake Christopherview,CO,Macao,2,1,Medium
50,Female,75820,774,19581,Home,Unemployed,6,Poor,0.181247662,264233,3,Richardsbury,WI,British Indian Ocean Territory (Chagos Archipelago),0,1,Medium
63,Female,62294,606,18074,Business,Unemployed,18,Fair,0.317179267,237759,2,Lake Robert,KY,Barbados,,2,Low
45,Non-binary,91062,628,45109,Personal,Employed,19,Fair,0.12643948,295511,0,Harringtonburgh,WY,Andorra,2,2,Low
65,Female,23185,751,22852,Auto,Employed,10,Poor,0.324432064,87114,3,Wardmouth,ME,Saudi Arabia,2,2,Medium
67,Female,98104,628,31828,Auto,Unemployed,1,Good,0.331317479,166083,1,Lake Shannonshire,PA,Brazil,4,1,Medium
62,Female,21511,641,46352,Auto,Self-employed,14,Excellent,0.152119869,161876,4,Hansenville,MN,Comoros,0,1,High
51,Male,69376,776,15609,Personal,Self-employed,15,Poor,0.152601299,195717,2,Stephanieport,IL,Philippines,1,2,Low
55,Non-binary,94039,642,26985,Auto,Unemployed,9,Excellent,0.473014178,296561,2,Jonestown,AK,Gibraltar,4,2,Medium
63,Male,114467,646,33268,Auto,Unemployed,16,Fair,0.543865259,48786,4,North Jessica,SC,Romania,1,1,Low
42,Male,62103,762,29596,Personal,Employed,1,Excellent,0.137283452,288730,1,Port Vanessa,NV,Poland,,0,Low
45,Male,101673,652,37398,Home,Employed,5,Fair,0.407692213,75240,2,Carterchester,IN,Dominican Republic,0,0,Low
64,Male,55765,607,7146,Home,Unemployed,1,Fair,0.187035291,280331,0,Ryanside,NM,Madagascar,4,1,Low
35,Male,103824,735,19030,Personal,Self-employed,9,Fair,0.119268608,50959,3,Port Samanthafort,DC,Timor-Leste,4,2,Low
19,Female,29759,679,36900,Home,Unemployed,3,Poor,0.163766743,113509,4,Davidberg,FL,Germany,,0,Low
61,Female,24959,658,41336,Business,Employed,1,Excellent,0.558183983,44214,2,Jessicastad,VI,Angola,2,0,Low
50,Male,95768,654,35319,Home,Self-employed,13,Good,0.502764347,67246,4,Ericfurt,GA,Cote d'Ivoire,2,0,Medium
69,Non-binary,33225,718,32087,Auto,Employed,19,Excellent,0.554542559,90749,1,Paynefort,LA,Mongolia,2,1,Medium
20,Non-binary,116220,643,18754,Home,Self-employed,11,Fair,0.596391399,29450,4,Sueport,CT,Vietnam,4,0,Low
28,Female,67679,651,22108,Business,Self-employed,2,Good,0.109514878,237227,0,Mariafurt,SC,Singapore,1,1,Medium
59,Male,64929,759,18028,Personal,Self-employed,10,Poor,0.216827849,268917,4,Austinshire,IA,Isle of Man,2,2,Medium
62,Female,23743,754,19335,Auto,Self-employed,10,Fair,0.123923499,69077,4,Lake Lisa,MI,Swaziland,2,0,Low
21,Non-binary,46866,616,8734,Business,Unemployed,3,Poor,0.584779857,75352,,Nicolestad,KS,Latvia,1,0,Medium
49,Female,102293,742,10332,Auto,Self-employed,0,Poor,0.442229098,153987,2,Reidberg,AR,Thailand,0,2,Medium
46,Female,109907,676,35060,Auto,Unemployed,19,Excellent,0.317479041,32628,3,Christyburgh,VT,New Caledonia,3,0,Low
38,Non-binary,70354,611,46152,Business,Self-employed,17,Good,0.547083362,91912,1,Dianashire,UT,Bermuda,1,2,High
29,Male,37957,720,25367,Auto,Employed,3,Fair,0.268398178,240226,0,Hoffmanfurt,NY,British Indian Ocean Territory (Chagos Archipelago),0,1,Medium
29,Non-binary,61753,786,12724,Personal,Unemployed,14,Poor,0.456986604,186291,2,Rodriguezborough,PA,Isle of Man,4,0,Low
40,Female,69876,645,33405,Home,Unemployed,4,Good,0.577496268,200151,1,West Jamestown,CA,Papua New Guinea,3,0,Low
35,Male,112675,705,38431,Personal,Self-employed,11,Excellent,0.306627162,221276,2,Smithton,NV,Germany,0,2,Low
21,Non-binary,104269,722,16901,Auto,Self-employed,19,Good,0.323723571,25274,3,South Wendy,WV,Japan,1,2,Low
35,Female,101540,653,11796,Auto,Employed,0,Excellent,0.263503509,151385,0,Herreraborough,DC,Thailand,1,0,Medium
49,Female,50158,770,35294,Auto,Unemployed,6,Excellent,0.397390293,49457,3,East Robert,DE,Mozambique,2,1,High
55,Male,52863,704,32398,Business,Unemployed,4,Poor,0.283694227,95056,0,North Feliciafurt,CO,Iceland,0,1,Low
49,Non-binary,87546,775,10243,Home,Unemployed,3,Good,0.529577922,255929,0,Murphyfort,AS,Qatar,2,0,Low
39,Non-binary,116822,772,44060,Personal,Unemployed,17,Fair,0.340696204,26145,,Julietown,MH,Saint Pierre and Miquelon,1,1,Low
29,Male,47546,757,29491,Personal,Employed,9,Poor,0.266256513,289786,2,Harrisonberg,NM,Oman,,2,Medium
23,Non-binary,65174,752,33424,Personal,Employed,1,Excellent,0.252718237,64623,0,North Amy,ID,Finland,4,2,Medium
23,Non-binary,23236,701,27362,Auto,Unemployed,19,Good,0.556220544,28531,2,Mooreside,WY,Fiji,2,2,Low
69,Female,85298,610,21294,Personal,Unemployed,10,Poor,0.366048784,29884,2,Carlosshire,PW,Namibia,0,2,Medium
45,Male,41414,693,18582,Personal,Self-employed,1,Excellent,0.517005629,176337,1,North Evelynfurt,FM,Puerto Rico,1,2,Low
50,Male,76360,799,22975,Personal,Unemployed,3,Fair,0.560977388,65008,4,Millerview,AL,Austria,,0,Medium
46,Non-binary,98346,793,24661,Business,Unemployed,7,Fair,0.551953505,292897,,Masseyland,FL,Guinea-Bissau,2,2,High
26,Male,44406,737,46033,Home,Employed,2,Fair,0.228615243,158034,,West Robert,WY,Uzbekistan,0,1,Low
62,Non-binary,98313,602,36874,Auto,Self-employed,19,Fair,0.517467042,35809,,North Tony,OR,Bolivia,3,0,Low
59,Female,79757,694,14846,Home,Unemployed,18,Fair,0.193695255,286088,2,North Robyn,ME,Czech Republic,1,1,Low
48,Non-binary,112024,615,41533,Auto,Unemployed,15,Excellent,0.118543447,245190,0,North Christopherhaven,NH,Portugal,3,1,Low
49,Male,81463,722,31833,Home,Employed,1,Fair,0.301330127,115150,1,Juliemouth,FM,Tajikistan,0,2,Medium
24,Female,118123,756,39852,Auto,Employed,4,Excellent,0.322162202,76892,2,Bakerhaven,SD,Brazil,0,0,Medium
26,Female,44583,768,18713,Home,Employed,14,Poor,0.433670713,256628,0,Sydneyberg,ID,Kazakhstan,3,1,Low
65,Non-binary,95033,775,31483,Business,Unemployed,17,Poor,0.285541476,33828,,Lake Heathertown,WV,Liechtenstein,3,2,Low
34,Male,69874,671,18830,Home,Employed,19,Fair,0.387177921,249930,2,East Brandonside,UT,Barbados,0,1,Low
46,Non-binary,72492,624,30168,Auto,Unemployed,12,Fair,0.366403574,236472,,South Oscar,MO,Armenia,3,0,Low
31,Non-binary,31143,627,24045,Personal,Employed,14,Good,0.445576297,133726,3,Jeanettemouth,WY,Spain,1,1,Low
55,Non-binary,115341,601,46345,Auto,Self-employed,6,Fair,0.46187574,90997,2,North Georgeberg,OK,Sudan,0,1,Low
67,Non-binary,38179,658,40702,Home,Unemployed,16,Excellent,0.384675262,111858,4,Christineport,TX,Singapore,,0,Low
38,Female,67774,779,23114,Home,Unemployed,0,Fair,0.18171663,163354,0,North Ryan,TX,Estonia,,1,Low
43,Non-binary,90220,712,20552,Business,Self-employed,2,Fair,0.405605002,127550,3,Gonzaleztown,PR,American Samoa,2,1,Medium
61,Non-binary,86573,612,12284,Auto,Self-employed,13,Good,0.146113543,135204,3,Port Tiffanyside,MH,Tonga,4,0,Medium
57,Female,115987,711,19327,Business,Self-employed,9,Fair,0.408299746,62495,1,East Tracyside,UT,Palestinian Territory,2,0,Medium
55,Non-binary,31439,725,47120,Business,Unemployed,2,Excellent,0.105490934,179433,3,Chavezshire,VA,Guam,3,1,Medium
32,Male,32122,740,34367,Auto,Unemployed,5,Excellent,0.360329742,38659,3,New Lisaburgh,KS,Mongolia,4,2,Low
61,Male,99322,658,35238,Personal,Unemployed,18,Poor,0.484960027,94344,3,New Paulton,CA,Burundi,3,0,Low
35,Non-binary,50743,633,27997,Business,Unemployed,8,Fair,0.282021473,54422,4,Saraton,MD,Greece,4,1,Medium
19,Female,37400,715,37839,Home,Employed,19,Excellent,0.553079044,94113,0,Ricebury,NY,Iraq,2,2,Low
48,Non-binary,111685,672,6839,Home,Unemployed,8,Good,0.254005123,242916,0,Dorothybury,IL,Egypt,1,2,Low
57,Male,114817,620,36310,Auto,Self-employed,2,Poor,0.253159508,281540,2,Lake Peggyburgh,CT,Syrian Arab Republic,3,2,Low
18,Male,94460,764,17838,Business,Employed,18,Good,0.381589324,154966,1,New Jeremy,WA,Zambia,3,2,Low
21,Male,78817,772,33330,Auto,Employed,4,Good,0.577116784,186453,3,New Peterstad,TX,Somalia,4,0,Low
55,Non-binary,78824,768,5798,Business,Self-employed,7,Poor,0.565798437,279670,4,West Wanda,CO,United Arab Emirates,3,0,Medium
21,Non-binary,40872,676,5605,Personal,Self-employed,2,Excellent,0.386006219,279259,,Lauramouth,KS,Faroe Islands,2,0,Medium
33,Non-binary,48087,758,25937,Auto,Self-employed,17,Excellent,0.296149131,181209,0,Laneville,MP,United Arab Emirates,1,2,Medium
61,Male,20183,677,46697,Auto,Self-employed,12,Excellent,0.515427596,161299,0,Miguelmouth,ME,Thailand,3,0,Low
64,Non-binary,71222,614,10596,Personal,Unemployed,8,Poor,0.122746598,183496,,Williamville,MN,Guyana,1,1,Low
64,Non-binary,86558,768,48390,Home,Employed,16,Fair,0.482779731,288125,1,East Pam,WI,Namibia,0,2,Low
24,Female,37676,692,47773,Home,Employed,6,Excellent,0.254101165,288920,4,Henrybury,OR,Mali,4,1,Low
27,Female,105825,660,40511,Home,Employed,9,Poor,0.181218475,27349,0,Lake Aaronchester,PA,Faroe Islands,1,0,Low
26,Male,48688,778,29232,Personal,Employed,3,Excellent,0.489742118,291459,0,Salinasstad,UT,Comoros,3,1,Low
63,Non-binary,34800,752,45888,Personal,Unemployed,14,Good,0.418548841,48905,4,Jenniferstad,NM,Angola,2,2,Medium
62,Male,95969,783,24423,Business,Unemployed,1,Good,0.567725332,231918,0,Robertshire,SC,Barbados,4,0,Medium
32,Female,118262,692,29535,Personal,Self-employed,1,Excellent,0.204913106,212664,3,South Kelly,MN,Belize,1,0,Low
56,Male,59605,732,39633,Home,Employed,3,Poor,0.481917746,133045,0,Kanehaven,MT,Eritrea,1,1,Low
61,Male,58822,782,36173,Business,Unemployed,7,Poor,0.219724526,141116,1,Jessicahaven,VI,Malta,4,1,High
35,Female,30683,749,45526,Personal,Self-employed,0,Excellent,0.360290256,211240,1,Andrewhaven,CO,Denmark,3,2,Medium
59,Male,60517,609,34264,Personal,Unemployed,15,Poor,0.50054918,20377,,Joshuafort,UT,Tunisia,0,2,Medium
68,Female,80308,714,42891,Home,Employed,9,Good,0.484291792,288342,3,Lake Danielberg,CA,Bolivia,3,0,Low
66,Non-binary,81383,670,35689,Home,Employed,1,Good,0.376949802,280158,1,Angelberg,IL,Mali,1,0,Medium
27,Non-binary,76153,663,9647,Personal,Unemployed,15,Good,0.242833683,102991,0,West Douglaschester,WA,Cook Islands,1,2,High
66,Female,117392,737,11577,Business,Self-employed,4,Fair,0.383610046,207333,2,Port Katherineview,DE,Malawi,1,2,Low
39,Male,86358,789,43360,Home,Unemployed,18,Excellent,0.266003518,26890,4,Port Jack,DE,Pakistan,3,2,High
30,Male,92158,605,48933,Personal,Self-employed,5,Good,0.38158811,214233,1,Ashleyview,OK,Mauritius,4,2,Low
55,Female,43652,631,37398,Personal,Self-employed,16,Excellent,0.536027606,292807,2,Kimberlyton,ID,Czech Republic,2,2,Medium
50,Female,54307,706,38724,Personal,Unemployed,4,Good,0.300988877,242926,2,East Joel,CT,Norway,,0,Medium
41,Female,43795,694,9630,Business,Unemployed,3,Poor,0.194287596,242752,0,North Kellyfort,AK,Sao Tome and Principe,0,0,Low
53,Male,99925,655,6093,Business,Employed,5,Fair,0.341812487,26694,0,Williamsborough,PW,Cuba,4,0,Medium
23,Female,102797,680,11520,Auto,Unemployed,19,Excellent,0.259823936,200310,,Reyesview,RI,Singapore,4,1,Medium
44,Non-binary,36375,730,9659,Home,Self-employed,3,Poor,0.581087962,113216,3,Lake Olivia,TN,Papua New Guinea,0,2,Low
69,Male,36277,751,10179,Business,Unemployed,18,Good,0.146715495,271658,1,North Thomasview,AL,Brazil,2,2,Low
19,Male,40545,611,12882,Business,Employed,14,Poor,0.21500464,281363,2,South Danatown,WA,Cook Islands,1,2,Low
18,Male,56827,710,46215,Home,Self-employed,3,Good,0.158157825,158824,1,Wilsonview,VA,Anguilla,,0,Medium
24,Female,45545,749,6840,Business,Unemployed,8,Poor,0.30881347,117156,1,South Alexis,AR,Bermuda,2,1,High
37,Non-binary,55939,772,24947,Home,Unemployed,17,Excellent,0.507871337,275882,,Davidtown,SD,Gambia,2,2,Low
60,Non-binary,56994,722,21401,Home,Unemployed,10,Poor,0.197242088,101348,4,Brettshire,NJ,Georgia,3,0,Medium
38,Non-binary,44798,742,15836,Business,Unemployed,15,Good,0.300860446,22565,2,Codyport,NC,Cook Islands,1,0,Low
46,Male,37752,601,26999,Home,Employed,4,Good,0.37087851,51828,4,South Carolyn,WA,Honduras,3,1,Medium
18,Male,96620,686,47372,Personal,Unemployed,7,Excellent,0.335504114,102193,0,East Danielle,CT,Isle of Man,1,2,Low
64,Non-binary,49846,717,23549,Business,Unemployed,5,Good,0.385431268,51725,2,South Robert,TN,Peru,4,0,Medium
62,Non-binary,33157,764,43328,Auto,Unemployed,19,Poor,0.253706505,111543,1,Port Lucasburgh,PW,France,1,2,High
43,Non-binary,100541,691,18827,Business,Self-employed,0,Excellent,0.328771275,30318,1,West Michael,KS,Mexico,1,2,Low
25,Female,34860,653,33557,Business,Self-employed,4,Poor,0.254494702,297826,2,Nicoleview,NY,Anguilla,1,0,Low
68,Female,89741,689,18127,Personal,Unemployed,18,Excellent,0.286218609,203540,3,Craigfurt,MD,Guadeloupe,1,2,Medium
66,Male,111586,735,42495,Personal,Self-employed,12,Poor,0.324773233,138156,1,Lake Robertton,MD,Bahamas,3,0,Medium
37,Non-binary,60834,687,48283,Business,Unemployed,5,Fair,0.488807751,48748,3,Jenniferside,AK,Cote d'Ivoire,1,0,Medium
40,Non-binary,32583,794,25038,Business,Unemployed,2,Fair,0.490590075,79888,1,Bellborough,AS,Bulgaria,0,2,High
53,Male,57921,723,37583,Business,Unemployed,16,Good,0.346367337,42219,2,Port Krista,OH,Trinidad and Tobago,1,0,Low
23,Male,40319,705,17280,Auto,Employed,0,Good,0.453228851,142690,3,Jessicachester,MP,Solomon Islands,0,0,Medium
41,Non-binary,28417,788,20660,Business,Employed,10,Fair,0.204915356,97524,4,Bakerchester,DE,Madagascar,2,1,Low
45,Male,99852,644,27081,Personal,Employed,1,Excellent,0.308002131,138175,2,New Tammy,NV,Yemen,3,0,Low
56,Female,38227,643,34048,Business,Self-employed,18,Good,0.23597688,173876,4,Port Christopherfurt,TN,Burkina Faso,0,2,Low
33,Non-binary,67796,732,31507,Business,Self-employed,14,Fair,0.272620387,164407,4,Walkerside,IA,Christmas Island,2,1,Low
59,Female,90605,725,15170,Auto,Self-employed,13,Good,0.247602851,51584,2,Trantown,TX,Timor-Leste,1,2,Low
66,Male,90320,796,16556,Auto,Unemployed,17,Excellent,0.557232505,95170,1,Lake Gene,DE,Cuba,1,0,Low
61,Female,113786,623,7420,Business,Employed,19,Good,0.230189127,216378,0,Robertsonberg,TX,Palau,4,0,Medium
23,Non-binary,43466,782,9619,Business,Unemployed,11,Good,0.48979578,182822,4,Lake Stephanieborough,CT,Norfolk Island,3,0,Low
27,Non-binary,102542,708,36545,Home,Unemployed,4,Poor,0.115668888,61345,,Port Ryanshire,SD,Egypt,4,0,Low
22,Female,111499,686,35434,Personal,Unemployed,13,Good,0.304705049,187389,1,Butlerview,MN,Vanuatu,0,0,High
44,Non-binary,75578,721,26122,Business,Employed,10,Fair,0.550758644,50286,1,Port Jacqueline,MS,Paraguay,3,0,Low
61,Non-binary,68875,700,15006,Personal,Self-employed,14,Excellent,0.242262909,295485,2,Medinatown,IN,Mexico,1,1,Low
47,Female,101751,672,47790,Auto,Unemployed,3,Excellent,0.495525563,243208,,Hernandeztown,WV,Tuvalu,3,0,Low
53,Female,28294,638,11446,Personal,Unemployed,13,Poor,0.514007554,249464,,West Randallberg,NC,Saudi Arabia,4,0,Low
26,Female,27004,774,30241,Personal,Employed,15,Excellent,0.181767915,124383,4,Petersonview,DC,Isle of Man,1,2,Medium
21,Non-binary,70109,612,6735,Business,Employed,16,Excellent,0.130603195,243232,3,West James,MA,Burkina Faso,4,1,High
23,Female,95096,772,22811,Home,Employed,1,Excellent,0.153546817,77065,4,Baldwinhaven,NY,Equatorial Guinea,,0,Low
56,Female,85057,679,35548,Auto,Employed,17,Fair,0.326644537,140260,0,Michellechester,AS,Equatorial Guinea,1,1,High
27,Male,42844,778,8356,Home,Self-employed,12,Poor,0.55352899,213600,,Bruceville,MN,Iran,1,0,High
53,Male,78073,702,16467,Home,Employed,5,Poor,0.190791262,84303,,Zacharyland,VA,French Polynesia,3,0,Low
30,Non-binary,119332,630,17468,Business,Employed,17,Fair,0.464114496,140795,1,Gravesberg,VT,Samoa,1,2,Medium
59,Male,30511,643,11574,Home,Self-employed,2,Good,0.16189538,48476,3,Wrightfurt,CO,Nepal,2,2,Low
45,Female,52308,642,20464,Personal,Employed,0,Good,0.133926619,150368,2,Butlerborough,WI,Cayman Islands,0,0,Medium
51,Non-binary,22966,680,16220,Home,Self-employed,4,Fair,0.588902962,272497,2,Christopherbury,VI,Tanzania,2,0,Low
67,Female,68330,741,18473,Home,Unemployed,13,Fair,0.182683509,276021,2,Johnstonchester,NM,Pakistan,3,2,Low
61,Non-binary,66779,758,12224,Home,Employed,4,Poor,0.166936447,293439,4,New Douglas,PW,Macao,,0,High
40,Female,50785,675,14584,Auto,Self-employed,4,Excellent,0.111106043,201731,0,Mooreport,AK,Guinea,4,1,High
67,Non-binary,117384,768,43310,Personal,Self-employed,14,Fair,0.230249555,193887,,East Eileen,CT,Angola,0,1,High
50,Female,43950,630,6850,Personal,Employed,10,Fair,0.556381244,255166,,Kevinport,UT,United States of America,1,1,Medium
33,Non-binary,106994,727,26924,Personal,Self-employed,16,Good,0.461401876,294932,0,Andersonfurt,MO,Bulgaria,3,0,Low
62,Non-binary,81710,722,18018,Auto,Unemployed,16,Fair,0.228687564,21583,4,Lake Michael,OR,Cuba,3,0,Low
30,Female,111005,731,34657,Personal,Employed,6,Excellent,0.156844266,72186,2,Myersfort,LA,Bouvet Island (Bouvetoya),3,1,Low
34,Female,110073,662,16416,Auto,Unemployed,10,Fair,0.169338169,111987,0,New Michael,VA,Barbados,,1,Low
39,Non-binary,110197,642,13407,Business,Employed,13,Good,0.514386805,249792,0,Paulberg,RI,Romania,0,1,Low
47,Non-binary,48892,623,42009,Auto,Unemployed,5,Fair,0.481389334,199557,1,South Sharon,IL,Finland,4,1,Low
43,Female,95400,768,44512,Auto,Unemployed,19,Fair,0.1454004,125061,1,New Michael,MD,Indonesia,2,2,Low
46,Female,108271,604,29454,Business,Employed,7,Good,0.563960886,212570,0,East Katherine,TN,Zambia,4,1,Low
62,Male,102805,735,34741,Personal,Unemployed,15,Good,0.592882189,132461,4,Port Rebeccaville,MD,Iceland,4,0,Low
67,Female,73276,717,44581,Auto,Employed,0,Poor,0.245910983,298985,1,Waynestad,RI,Western Sahara,2,0,Medium
23,Non-binary,43107,652,47148,Business,Unemployed,7,Excellent,0.236961055,52635,3,Port Shelbyport,NM,Niger,,2,Medium
62,Non-binary,50054,669,32562,Business,Self-employed,14,Excellent,0.398731253,260959,0,New Danielle,AR,Eritrea,1,1,Medium
46,Non-binary,27089,720,35207,Home,Self-employed,15,Excellent,0.577377213,75245,3,New Deborah,CT,Morocco,0,1,Medium
29,Male,87857,665,39679,Business,Unemployed,12,Excellent,0.441831161,231160,1,Mariahburgh,ID,Cote d'Ivoire,,0,Low
45,Non-binary,24476,616,38874,Home,Employed,1,Excellent,0.386979295,210576,1,East Leeville,VT,Portugal,4,1,Medium
19,Male,92855,615,46036,Personal,Employed,11,Good,0.246012658,152805,2,West Brentburgh,DC,Liberia,4,2,Low
48,Male,56790,744,11069,Business,Unemployed,12,Good,0.103322448,91957,3,Port Johnshire,PW,Nicaragua,0,2,Low
24,Non-binary,88595,765,49046,Auto,Self-employed,3,Poor,0.233088631,214936,0,New Justin,ME,Syrian Arab Republic,4,1,Medium
67,Female,66576,651,28129,Business,Self-employed,16,Poor,0.336273548,253493,0,Lake Aaronshire,WA,Uzbekistan,3,0,High
18,Male,95876,797,21839,Home,Employed,6,Excellent,0.147536991,64401,1,Port Michael,VT,Equatorial Guinea,,1,Low
64,Non-binary,108762,724,21553,Home,Employed,17,Fair,0.587845065,149028,3,South Brian,IL,Luxembourg,3,1,High
39,Female,64273,777,46308,Business,Self-employed,6,Excellent,0.150295315,154005,2,Matthewview,DE,Dominican Republic,0,0,Medium
24,Non-binary,94714,779,12184,Personal,Unemployed,3,Excellent,0.357802854,297324,2,South Christopher,UT,Nepal,1,0,Low
65,Non-binary,54593,628,49092,Auto,Self-employed,0,Good,0.41557777,155171,2,Alexanderbury,MP,Papua New Guinea,1,0,Low
48,Male,116665,787,12157,Personal,Unemployed,3,Good,0.445538131,21333,1,North Shannonmouth,MS,San Marino,1,0,Low
69,Non-binary,42487,640,17620,Auto,Employed,1,Poor,0.329723591,52473,0,East Jennaton,IN,Equatorial Guinea,1,1,Medium
49,Male,28301,661,48974,Business,Self-employed,17,Poor,0.517500684,204270,4,South Amanda,ID,Lithuania,1,1,Medium
51,Non-binary,90561,659,5141,Auto,Unemployed,7,Excellent,0.152168792,33050,3,Baldwinbury,NH,Fiji,,2,High
55,Non-binary,104192,741,38688,Auto,Employed,2,Poor,0.559545823,158706,4,Robertstown,MT,Australia,,0,Low
32,Female,78479,701,17549,Home,Employed,15,Excellent,0.128213466,269377,3,South Alejandro,CO,Togo,,2,Low
39,Non-binary,58458,779,42648,Home,Unemployed,4,Excellent,0.293070744,195287,0,Lake Lee,SD,Somalia,3,2,Medium
46,Non-binary,107242,613,10917,Auto,Employed,17,Good,0.240309766,129237,3,Matthewshire,MO,Peru,2,2,Low
66,Male,38423,790,8534,Business,Employed,16,Good,0.385555667,231882,2,Parkerfort,ME,Sao Tome and Principe,0,2,Low
28,Non-binary,68001,690,23940,Business,Unemployed,15,Good,0.29210826,191836,4,North Ernest,TX,Isle of Man,4,2,High
45,Male,110203,639,31269,Auto,Self-employed,17,Fair,0.2819374,237232,,Waltersshire,MT,Cote d'Ivoire,1,1,Low
37,Female,70559,744,40422,Auto,Unemployed,12,Fair,0.241869324,49173,4,Debbieburgh,LA,Burkina Faso,4,2,Medium
